FC東京.xlsx,市場価値.xlsx,通算対戦成績.xlsx,,objective variable,,,,,explanatory variable,,,,,,,,,,,,,
Basic information,,,,point result,,score result,,,compatibility,,,others,ME,,,,,opponent,,,,
Year,Section,name of me,name of opponent,gain points,lose points,"score(win=3,draw=1,lose=0)","lose=0, not lose=1","not win=0, win=1",mean score(compatibility),mean gain points(compatibility),mean lose points(compatibility),Home/Away,score of last year(me),mean score points in last five games(me),total market value(me),mean age(me),number of foreign people(me),score of last year(opponent),total market value(opponent),mean age(opponent),number of foreign people(opponent),
2020,13,神戸,横浜FM,3,3,1,1,0,1,1.1,1.7,H,47,1,1.233579346,24.5,5,70,1.297694697,23,7,
2020,16,神戸,FC東京,2,2,1,1,0,0.854166667,0.9,1.4,H,47,1.2,1.233579346,24.5,5,64,0.938648733,23.7,5,
2020,25,神戸,Ｃ大阪,0,1,0,0,0,1.210526316,1.2,1.5,H,47,0.8,1.233579346,24.5,5,59,1.187416294,23.7,8,
2020,18,神戸,鳥栖,4,3,3,1,1,1.678571429,1.7,1.1,H,47,0.4,1.233579346,24.5,5,36,0.659105805,24.4,10,
2020,19,神戸,札幌,4,0,3,1,1,1.785714286,2,1.4,H,47,0.8,1.233579346,24.5,5,46,1.005328698,23.9,9,
2020,29,神戸,名古屋,1,0,3,1,1,1.185185185,1.3,1.6,H,47,1.4,1.233579346,24.5,5,37,1.258199641,24.9,6,
2020,22,神戸,大分,1,1,1,1,0,1.409090909,1.1,1.4,H,47,2.4,1.233579346,24.5,5,47,0.710398085,24.1,1,
2020,33,神戸,鹿島,1,3,0,0,0,0.875,1,1.9,H,47,1.4,1.233579346,24.5,5,63,1.064314821,24.4,5,
2020,27,神戸,湘南,0,2,0,0,0,1.178571429,1.3,1.4,H,47,0.6,1.233579346,24.5,5,36,0.678596871,23.5,3,
2020,31,神戸,浦和,0,1,0,0,0,1.038461538,1.1,1.7,H,47,0.6,1.233579346,24.5,5,37,1.561849942,25.3,6,
2021,1,神戸,Ｇ大阪,1,0,3,1,1,1.111111111,1.4,2,H,36,0,1.316476397,26.9,6,65,1.187533415,26.7,7,
2021,4,神戸,名古屋,0,1,0,0,0,1.185185185,1.3,1.6,H,36,1.4,1.316476397,26.9,6,63,1.099474793,27.1,3,
2021,5,神戸,川崎Ｆ,1,1,1,1,0,1.028571429,1.3,2.1,H,36,1.4,1.316476397,26.9,6,83,1.398245117,27.1,5,
2021,8,神戸,大分,1,0,3,1,1,1.409090909,1.1,1.4,H,36,2,1.316476397,26.9,6,43,0.671761487,26.4,2,
2021,9,神戸,清水,1,1,1,1,0,1.132075472,1.4,1.5,H,36,2,1.316476397,26.9,6,28,1.100103783,26.5,7,
2021,12,神戸,広島,3,0,3,1,1,0.956521739,1.2,1.7,H,36,1.8,1.316476397,26.9,6,48,0.96738686,27.3,4,
2021,14,神戸,Ｃ大阪,1,1,1,1,0,1.210526316,1.2,1.5,H,36,1.2,1.316476397,26.9,6,60,1.235336667,26.5,5,
2017,6,浦和,仙台,7,0,3,1,1,2.171428571,2.3,1,H,66,2,1.322052684,26.5,3,46,0.736838216,24.5,5,
2017,8,浦和,札幌,3,2,3,1,1,1.52173913,1.3,1.3,H,66,2.6,1.322052684,26.5,3,22,0.673661654,26.9,7,
2017,10,浦和,鹿島,0,1,0,0,0,1.231707317,1.2,1.5,H,66,2.4,1.322052684,26.5,3,78,1.179074149,24.3,7,
2017,12,浦和,清水,3,3,1,1,0,1.492957746,1.5,1.4,H,66,1.8,1.322052684,26.5,3,22,0.711567592,24.6,5,
2017,15,浦和,磐田,2,4,0,0,0,1.26984127,1.4,1.5,H,66,0.8,1.322052684,26.5,3,46,0.80333986,25.5,3,
2017,17,浦和,広島,4,3,3,1,1,1.764705882,1.6,1.1,H,66,0.8,1.322052684,26.5,3,58,1.288801862,25.9,5,
2017,18,浦和,新潟,2,1,3,1,1,2.342105263,2,1,H,66,0.6,1.322052684,26.5,3,36,0.711567592,24.3,6,
2017,20,浦和,大宮,2,2,1,1,0,1.828571429,1.7,0.9,H,66,1.2,1.322052684,26.5,3,52,0.859866258,25.8,6,
2017,23,浦和,FC東京,2,1,3,1,1,1.833333333,1.6,1,H,66,1.4,1.322052684,26.5,3,46,1.127202867,24.2,6,
2017,25,浦和,柏,1,2,0,0,0,1.5,1.8,1.5,H,66,2,1.322052684,26.5,3,48,0.911072524,23.2,6,
2017,27,浦和,鳥栖,2,2,1,1,0,1.518518519,1.9,1.3,H,66,2,1.322052684,26.5,3,34,1.20700484,24.9,6,
2017,29,浦和,神戸,1,1,1,1,0,1.846153846,1.7,1.1,H,66,1.6,1.322052684,26.5,3,40,1.82547013,25.2,5,
2017,30,浦和,Ｇ大阪,3,3,1,1,0,1.37037037,1.4,1.5,H,66,1.2,1.322052684,26.5,3,48,1.014150072,23,7,
2017,33,浦和,川崎Ｆ,0,1,0,0,0,1.333333333,1.4,1.6,H,66,1.6,1.322052684,26.5,3,76,0.977574168,25.5,6,
2017,34,浦和,横浜FM,0,1,0,0,0,1.202702703,1.1,1.6,H,66,1,1.322052684,26.5,3,44,0.901097277,23.2,6,
2018,2,浦和,広島,1,2,0,0,0,1.764705882,1.6,1.1,H,49,0.8,1.563347083,26.3,6,33,1.015321155,25,4,
2018,4,浦和,横浜FM,0,1,0,0,0,1.202702703,1.1,1.6,H,49,0.4,1.563347083,26.3,6,59,0.820860342,23.8,8,
2018,6,浦和,仙台,1,0,3,1,1,2.171428571,2.3,1,H,49,0.4,1.563347083,26.3,6,41,0.701237478,23.9,5,
2018,8,浦和,清水,2,1,3,1,1,1.492957746,1.5,1.4,H,49,1.4,1.563347083,26.3,6,28,0.704183854,25.3,6,
2018,9,浦和,札幌,0,0,1,1,0,1.52173913,1.3,1.3,H,49,1.8,1.563347083,26.3,6,43,0.649970536,25.9,6,
2018,11,浦和,湘南,0,1,0,0,0,2,1.9,1.2,H,49,2,1.563347083,26.3,6,25,0.585150265,24.2,4,
2018,14,浦和,鳥栖,0,0,1,1,0,1.518518519,1.9,1.3,H,49,0.8,1.563347083,26.3,6,47,1.143193872,25.4,7,
2018,16,浦和,名古屋,3,1,3,1,1,1.279411765,1.4,1.9,H,49,1,1.563347083,26.3,6,25,0.81496759,23.7,6,
2018,19,浦和,川崎Ｆ,2,0,3,1,1,1.333333333,1.4,1.6,H,49,1.8,1.563347083,26.3,6,72,1.224513848,25.5,7,
2018,20,浦和,長崎,0,0,1,1,0,1.373333333,0.613333333,0.38,H,49,2.2,1.563347083,26.3,6,25,0.446670595,25.2,5,
2018,22,浦和,磐田,4,0,3,1,1,1.26984127,1.4,1.5,H,49,1.6,1.563347083,26.3,6,58,0.868002357,26,6,
2018,25,浦和,Ｃ大阪,1,2,0,0,0,1.36,1.5,1.6,H,49,1,1.563347083,26.3,6,63,1.208014143,24.1,7,
2018,27,浦和,神戸,4,0,3,1,1,1.846153846,1.7,1.1,H,49,1.4,1.563347083,26.3,6,44,2.291101945,25.9,8,
2018,28,浦和,柏,3,2,3,1,1,1.5,1.8,1.5,H,49,1.4,1.563347083,26.3,6,62,0.904537419,24.2,7,
2018,30,浦和,鹿島,3,1,3,1,1,1.231707317,1.2,1.5,H,49,2,1.563347083,26.3,6,72,1.121390689,25,6,
2018,31,浦和,Ｇ大阪,1,3,0,0,0,1.37037037,1.4,1.5,H,49,2.6,1.563347083,26.3,6,43,0.945786682,23.1,5,
2018,34,浦和,FC東京,3,2,3,1,1,1.833333333,1.6,1,H,49,1.4,1.563347083,26.3,6,40,0.991750147,23.3,5,
2019,2,浦和,札幌,0,2,0,0,0,1.52173913,1.3,1.3,H,51,1.4,1.463074524,24.9,5,55,0.542185254,23.8,6,
2019,5,浦和,FC東京,1,1,1,1,0,1.833333333,1.6,1,H,51,2,1.463074524,24.9,5,50,0.806397358,23.2,8,
2019,6,浦和,横浜FM,0,3,0,0,0,1.202702703,1.1,1.6,H,51,1.6,1.463074524,24.9,5,41,0.885110547,24.2,9,
2019,8,浦和,神戸,1,0,3,1,1,1.846153846,1.7,1.1,H,51,2,1.463074524,24.9,5,45,2.002507569,25.6,9,
2019,10,浦和,磐田,0,1,0,0,0,1.26984127,1.4,1.5,H,51,2,1.463074524,24.9,5,41,0.959420201,26.6,8,
2019,12,浦和,湘南,2,3,0,0,0,2,1.9,1.2,H,51,1.8,1.463074524,24.9,5,41,0.566955139,23.2,5,
2019,13,浦和,広島,0,4,0,0,0,1.764705882,1.6,1.1,H,51,1.2,1.463074524,24.9,5,57,0.868597291,25.3,5,
2019,15,浦和,鳥栖,2,1,3,1,1,1.518518519,1.9,1.3,H,51,0.2,1.463074524,24.9,5,41,1.279777377,25,10,
2019,18,浦和,仙台,1,0,3,1,1,2.171428571,2.3,1,H,51,0.8,1.463074524,24.9,5,45,0.673190422,25.9,6,
2019,16,浦和,鹿島,1,1,1,1,0,1.231707317,1.2,1.5,H,51,1.8,1.463074524,24.9,5,56,1.061251949,24.4,6,
2019,21,浦和,名古屋,2,2,1,1,0,1.279411765,1.4,1.9,H,51,1.4,1.463074524,24.9,5,41,1.065105043,23.9,6,
2019,24,浦和,松本,1,2,0,0,0,2,1.2,1,H,51,1.2,1.463074524,24.9,5,30,0.753004495,26,7,
2019,26,浦和,Ｃ大阪,1,2,0,0,0,1.36,1.5,1.6,H,51,0.6,1.463074524,24.9,5,50,1.179596954,24.8,9,
2019,28,浦和,清水,2,1,3,1,1,1.492957746,1.5,1.4,H,51,0.4,1.463074524,24.9,5,49,0.810800893,24.4,7,
2019,29,浦和,大分,0,1,0,0,0,1.7,1.7,1.2,H,51,1,1.463074524,24.9,5,30,0.419987156,23.9,2,
2019,32,浦和,川崎Ｆ,0,2,0,0,0,1.333333333,1.4,1.6,H,51,1,1.463074524,24.9,5,69,1.169689,24.9,5,
2019,34,浦和,Ｇ大阪,2,3,0,0,0,1.37037037,1.4,1.5,H,51,0.4,1.463074524,24.9,5,48,1.493348827,24.3,7,
2020,2,浦和,横浜FM,0,0,1,1,0,1.202702703,1.1,1.6,H,37,0.8,1.561849942,25.3,6,70,1.297694697,23,7,
2020,4,浦和,鹿島,1,0,3,1,1,1.231707317,1.2,1.5,H,37,1.6,1.561849942,25.3,6,63,1.064314821,24.4,5,
2020,6,浦和,柏,0,4,0,0,0,1.5,1.8,1.5,H,37,2,1.561849942,25.3,6,31,0.914541362,23.9,6,
2020,8,浦和,清水,1,1,1,1,0,1.492957746,1.5,1.4,H,37,1.8,1.561849942,25.3,6,39,1.03866868,25,9,
2020,10,浦和,広島,1,0,3,1,1,1.764705882,1.6,1.1,H,37,0.8,1.561849942,25.3,6,55,0.842732169,25.7,4,
2020,12,浦和,神戸,1,2,0,0,0,1.846153846,1.7,1.1,H,37,2,1.561849942,25.3,6,47,1.233579346,24.5,5,
2020,13,浦和,大分,2,1,3,1,1,1.7,1.7,1.2,H,37,1.4,1.561849942,25.3,6,47,0.710398085,24.1,1,
2020,15,浦和,鳥栖,2,2,1,1,0,1.518518519,1.9,1.3,H,37,1.8,1.561849942,25.3,6,36,0.659105805,24.4,10,
2020,17,浦和,川崎Ｆ,0,3,0,0,0,1.333333333,1.4,1.6,H,37,1.4,1.561849942,25.3,6,60,1.178696606,26.1,5,
2020,19,浦和,横浜FC,0,2,0,0,0,2,1.3,0.8,H,37,1.4,1.561849942,25.3,6,31,0.471888981,26.9,4,
2020,29,浦和,FC東京,0,1,0,0,0,1.833333333,1.6,1,H,37,1.4,1.561849942,25.3,6,64,0.938648733,23.7,5,
2020,20,浦和,名古屋,0,1,0,0,0,1.279411765,1.4,1.9,H,37,1.2,1.561849942,25.3,6,37,1.258199641,24.9,6,
2020,23,浦和,仙台,6,0,3,1,1,2.171428571,2.3,1,H,37,0.8,1.561849942,25.3,6,41,0.883765993,24.8,7,
2020,24,浦和,Ｃ大阪,3,1,3,1,1,1.36,1.5,1.6,H,37,1.4,1.561849942,25.3,6,59,1.187416294,23.7,8,
2020,28,浦和,Ｇ大阪,1,2,0,0,0,1.37037037,1.4,1.5,H,37,1.6,1.561849942,25.3,6,47,1.074573277,23.9,7,
2020,32,浦和,湘南,0,0,1,1,0,2,1.9,1.2,H,37,0.8,1.561849942,25.3,6,36,0.678596871,23.5,3,
2020,34,浦和,札幌,0,2,0,0,0,1.52173913,1.3,1.3,H,37,0.8,1.561849942,25.3,6,46,1.005328698,23.9,9,
2021,1,浦和,FC東京,1,1,1,1,0,1.833333333,1.6,1,H,46,0.2,0.996949398,26.6,2,57,1.056703463,25.6,6,
2021,3,浦和,横浜FC,2,0,3,1,1,2,1.3,0.8,H,46,0.4,0.996949398,26.6,2,33,0.616410353,29,4,
2021,5,浦和,札幌,0,0,1,1,0,1.52173913,1.3,1.3,H,46,0.8,0.996949398,26.6,2,39,0.835298928,26.3,7,
2021,6,浦和,川崎Ｆ,0,5,0,0,0,1.333333333,1.4,1.6,H,46,1,0.996949398,26.6,2,83,1.398245117,27.1,5,
2021,7,浦和,鹿島,2,1,3,1,1,1.231707317,1.2,1.5,H,46,0.8,0.996949398,26.6,2,59,1.240997578,25.2,6,
2021,9,浦和,徳島,1,0,3,1,1,3,2.2,0.8,H,46,1.4,0.996949398,26.6,2,27,0.917067648,25.8,4,
2021,11,浦和,大分,3,2,3,1,1,1.7,1.7,1.2,H,46,1.8,0.996949398,26.6,2,43,0.671761487,26.4,2,
2021,13,浦和,仙台,2,0,3,1,1,2.171428571,2.3,1,H,46,1.8,0.996949398,26.6,2,28,0.649746831,26.3,8,
2017,6,横浜FM,磐田,2,1,3,1,1,1.636363636,1.4,1.2,H,44,1.4,0.901097277,23.2,6,46,0.80333986,25.5,3,
2017,9,横浜FM,Ｇ大阪,0,1,0,0,0,1.6,1.6,1.4,H,44,1.4,0.901097277,23.2,6,48,1.014150072,23,7,
2017,11,横浜FM,甲府,1,0,3,1,1,1.95,1.7,0.6,H,44,1.2,0.901097277,23.2,6,30,0.577234271,26.7,8,
2017,12,横浜FM,仙台,1,1,1,1,0,1.594594595,1.6,1.1,H,44,1.2,0.901097277,23.2,6,46,0.736838216,24.5,5,
2017,14,横浜FM,川崎Ｆ,2,0,3,1,1,1.229166667,1.4,1.5,H,44,1.4,0.901097277,23.2,6,76,0.977574168,25.5,6,
2017,16,横浜FM,神戸,2,0,3,1,1,1.709090909,1.7,1.1,H,44,2.6,0.901097277,23.2,6,40,1.82547013,25.2,5,
2017,18,横浜FM,広島,1,1,1,1,0,1.786666667,1.8,1.4,H,44,3,0.901097277,23.2,6,58,1.288801862,25.9,5,
2017,19,横浜FM,清水,2,2,1,1,0,1.486111111,1.4,1.2,H,44,2.6,0.901097277,23.2,6,22,0.711567592,24.6,5,
2017,22,横浜FM,鳥栖,1,0,3,1,1,1.956521739,1.3,0.9,H,44,2.2,0.901097277,23.2,6,34,1.20700484,24.9,6,
2017,24,横浜FM,FC東京,1,0,3,1,1,1.431372549,1.2,1.2,H,44,2.2,0.901097277,23.2,6,46,1.127202867,24.2,6,
2017,26,横浜FM,柏,1,1,1,1,0,1.28125,1.3,1.5,H,44,2,0.901097277,23.2,6,48,0.911072524,23.2,6,
2017,29,横浜FM,大宮,1,1,1,1,0,1.378378378,1.1,0.9,H,44,1.4,0.901097277,23.2,6,52,0.859866258,25.8,6,
2017,30,横浜FM,鹿島,3,2,3,1,1,1.151898734,1.4,1.6,H,44,1,0.901097277,23.2,6,78,1.179074149,24.3,7,
2017,32,横浜FM,Ｃ大阪,1,4,0,0,0,1.395833333,1.4,1.5,H,44,1.4,0.901097277,23.2,6,22,1.172423985,23.2,5,
2018,3,横浜FM,鳥栖,1,2,0,0,0,1.956521739,1.3,0.9,H,59,1,0.820860342,23.8,8,47,1.143193872,25.4,7,
2018,6,横浜FM,川崎Ｆ,1,1,1,1,0,1.229166667,1.4,1.5,H,59,1.4,0.820860342,23.8,8,72,1.224513848,25.5,7,
2018,8,横浜FM,神戸,1,2,0,0,0,1.709090909,1.7,1.1,H,59,1.4,0.820860342,23.8,8,44,2.291101945,25.9,8,
2018,9,横浜FM,湘南,4,4,1,1,0,2,1.9,1.1,H,59,1.4,0.820860342,23.8,8,25,0.585150265,24.2,4,
2018,11,横浜FM,鹿島,3,0,3,1,1,1.151898734,1.4,1.6,H,59,0.4,0.820860342,23.8,8,72,1.121390689,25,6,
2018,12,横浜FM,磐田,1,3,0,0,0,1.636363636,1.4,1.2,H,59,0.8,0.820860342,23.8,8,58,0.868002357,26,6,
2018,14,横浜FM,Ｇ大阪,1,1,1,1,0,1.6,1.6,1.4,H,59,1,0.820860342,23.8,8,43,0.945786682,23.1,5,
2018,15,横浜FM,長崎,5,2,3,1,1,1.637583893,0.657718121,0.489932886,H,59,1,0.820860342,23.8,8,25,0.446670595,25.2,5,
2018,19,横浜FM,広島,1,4,0,0,0,1.786666667,1.8,1.4,H,59,1.6,0.820860342,23.8,8,33,1.015321155,25,4,
2018,22,横浜FM,名古屋,1,2,0,0,0,1.382352941,1.4,1.2,H,59,1.2,0.820860342,23.8,8,25,0.81496759,23.7,6,
2018,18,横浜FM,清水,1,2,0,0,0,1.486111111,1.4,1.2,H,59,1.2,0.820860342,23.8,8,28,0.704183854,25.3,6,
2018,25,横浜FM,柏,3,1,3,1,1,1.28125,1.3,1.5,H,59,1.2,0.820860342,23.8,8,62,0.904537419,24.2,7,
2018,26,横浜FM,浦和,1,2,0,0,0,1.648648649,1.6,1.1,H,59,1.2,0.820860342,23.8,8,49,1.563347083,26.3,6,
2018,28,横浜FM,仙台,5,2,3,1,1,1.594594595,1.6,1.1,H,59,1.8,0.820860342,23.8,8,41,0.701237478,23.9,5,
2018,29,横浜FM,札幌,2,1,3,1,1,2.192307692,2,1.1,H,59,1.8,0.820860342,23.8,8,43,0.649970536,25.9,6,
2018,31,横浜FM,FC東京,0,1,0,0,0,1.431372549,1.2,1.2,H,59,1.8,0.820860342,23.8,8,40,0.991750147,23.3,5,
2018,34,横浜FM,Ｃ大阪,1,2,0,0,0,1.395833333,1.4,1.5,H,59,1.2,0.820860342,23.8,8,63,1.208014143,24.1,7,
2019,2,横浜FM,仙台,2,1,3,1,1,1.594594595,1.6,1.1,H,41,1.2,0.885110547,24.2,9,45,0.673190422,25.9,6,
2019,3,横浜FM,川崎Ｆ,2,2,1,1,0,1.229166667,1.4,1.5,H,41,1.8,0.885110547,24.2,9,69,1.169689,24.9,5,
2019,5,横浜FM,鳥栖,0,0,1,1,0,1.956521739,1.3,0.9,H,41,1.4,0.885110547,24.2,9,41,1.279777377,25,10,
2019,7,横浜FM,名古屋,1,1,1,1,0,1.382352941,1.4,1.2,H,41,1.6,0.885110547,24.2,9,41,1.065105043,23.9,6,
2019,9,横浜FM,鹿島,2,1,3,1,1,1.151898734,1.4,1.6,H,41,1,0.885110547,24.2,9,56,1.061251949,24.4,6,
2019,12,横浜FM,神戸,4,1,3,1,1,1.709090909,1.7,1.1,H,41,1.4,0.885110547,24.2,9,45,2.002507569,25.6,9,
2019,13,横浜FM,磐田,4,0,3,1,1,1.636363636,1.4,1.2,H,41,1.8,0.885110547,24.2,9,41,0.959420201,26.6,8,
2019,16,横浜FM,松本,1,0,3,1,1,2.6,1.8,0,H,41,1.8,0.885110547,24.2,9,30,0.753004495,26,7,
2019,18,横浜FM,大分,1,0,3,1,1,1.846153846,1.5,0.9,H,41,1.8,0.885110547,24.2,9,30,0.419987156,23.9,2,
2019,19,横浜FM,浦和,3,1,3,1,1,1.648648649,1.6,1.1,H,41,1.8,0.885110547,24.2,9,51,1.463074524,24.9,5,
2019,21,横浜FM,清水,0,1,0,0,0,1.486111111,1.4,1.2,H,41,2.4,0.885110547,24.2,9,49,0.810800893,24.4,7,
2019,23,横浜FM,Ｃ大阪,1,2,0,0,0,1.395833333,1.4,1.5,H,41,1.8,0.885110547,24.2,9,50,1.179596954,24.8,9,
2019,25,横浜FM,Ｇ大阪,3,1,3,1,1,1.6,1.6,1.4,H,41,1.2,0.885110547,24.2,9,48,1.493348827,24.3,7,
2019,26,横浜FM,広島,3,0,3,1,1,1.786666667,1.8,1.4,H,41,1.2,0.885110547,24.2,9,57,0.868597291,25.3,5,
2019,29,横浜FM,湘南,3,1,3,1,1,2,1.9,1.1,H,41,2.6,0.885110547,24.2,9,41,0.566955139,23.2,5,
2019,31,横浜FM,札幌,4,2,3,1,1,2.192307692,2,1.1,H,41,2.6,0.885110547,24.2,9,55,0.542185254,23.8,6,
2019,34,横浜FM,FC東京,3,0,3,1,1,1.431372549,1.2,1.2,H,41,3,0.885110547,24.2,9,50,0.806397358,23.2,8,
2020,1,横浜FM,Ｇ大阪,1,2,0,0,0,1.6,1.6,1.4,H,70,3,1.297694697,23,7,47,1.074573277,23.9,7,
2020,3,横浜FM,湘南,3,2,3,1,1,2,1.9,1.1,H,70,2,1.297694697,23,7,36,0.678596871,23.5,3,
2020,4,横浜FM,FC東京,1,3,0,0,0,1.431372549,1.2,1.2,H,70,2,1.297694697,23,7,64,0.938648733,23.7,5,
2020,6,横浜FM,横浜FC,4,0,3,1,1,2.25,3,1,H,70,0.8,1.297694697,23,7,31,0.471888981,26.9,4,
2020,9,横浜FM,柏,1,1,1,1,0,1.28125,1.3,1.5,H,70,1.2,1.297694697,23,7,31,0.914541362,23.9,6,
2020,12,横浜FM,広島,3,1,3,1,1,1.786666667,1.8,1.4,H,70,1.4,1.297694697,23,7,55,0.842732169,25.7,4,
2020,29,横浜FM,札幌,4,1,3,1,1,2.192307692,2,1.1,H,70,2,1.297694697,23,7,46,1.005328698,23.9,9,
2020,14,横浜FM,川崎Ｆ,1,3,0,0,0,1.229166667,1.4,1.5,H,70,2,1.297694697,23,7,60,1.178696606,26.1,5,
2020,16,横浜FM,Ｃ大阪,1,2,0,0,0,1.395833333,1.4,1.5,H,70,1.4,1.297694697,23,7,59,1.187416294,23.7,8,
2020,24,横浜FM,清水,3,0,3,1,1,1.486111111,1.4,1.2,H,70,0.8,1.297694697,23,7,39,1.03866868,25,9,
2020,18,横浜FM,仙台,3,1,3,1,1,1.594594595,1.6,1.1,H,70,1.2,1.297694697,23,7,41,0.883765993,24.8,7,
2020,25,横浜FM,鳥栖,1,1,1,1,0,1.956521739,1.3,0.9,H,70,2.4,1.297694697,23,7,36,0.659105805,24.4,10,
2020,20,横浜FM,神戸,2,3,0,0,0,1.709090909,1.7,1.1,H,70,2.6,1.297694697,23,7,47,1.233579346,24.5,5,
2020,21,横浜FM,大分,4,0,3,1,1,1.846153846,1.5,0.9,H,70,2,1.297694697,23,7,47,0.710398085,24.1,1,
2020,33,横浜FM,名古屋,2,1,3,1,1,1.382352941,1.4,1.2,H,70,1,1.297694697,23,7,37,1.258199641,24.9,6,
2020,31,横浜FM,鹿島,2,3,0,0,0,1.151898734,1.4,1.6,H,70,1.4,1.297694697,23,7,63,1.064314821,24.4,5,
2020,27,横浜FM,浦和,6,2,3,1,1,1.648648649,1.6,1.1,H,70,1.2,1.297694697,23,7,37,1.561849942,25.3,6,
2021,2,横浜FM,広島,3,3,1,1,0,1.786666667,1.8,1.4,H,47,0.6,1.242255559,26.5,5,48,0.96738686,27.3,4,
2021,4,横浜FM,浦和,3,0,3,1,1,1.648648649,1.6,1.1,H,47,0.8,1.242255559,26.5,5,46,0.996949398,26.6,2,
2021,5,横浜FM,徳島,1,0,3,1,1,3,2.3,0,H,47,1.4,1.242255559,26.5,5,27,0.917067648,25.8,4,
2021,7,横浜FM,湘南,1,1,1,1,0,2,1.9,1.1,H,47,2,1.242255559,26.5,5,27,0.695034123,25.8,4,
2021,8,横浜FM,Ｃ大阪,1,0,3,1,1,1.395833333,1.4,1.5,H,47,2.2,1.242255559,26.5,5,60,1.235336667,26.5,5,
2021,11,横浜FM,横浜FC,5,0,3,1,1,2.25,3,1,H,47,2.2,1.242255559,26.5,5,33,0.616410353,29,4,
2021,13,横浜FM,神戸,2,0,3,1,1,1.709090909,1.7,1.1,H,47,2.6,1.242255559,26.5,5,36,1.316476397,26.9,6,
2017,7,広島,横浜FM,0,1,0,0,0,1.066666667,1.4,1.8,H,58,0.6,1.288801862,25.9,5,44,0.901097277,23.2,6,
2017,8,広島,仙台,3,3,1,1,0,1.575757576,1.4,1,H,58,0.6,1.288801862,25.9,5,46,0.736838216,24.5,5,
2017,10,広島,神戸,1,1,1,1,0,1.804347826,1.7,1.2,H,58,0.8,1.288801862,25.9,5,40,1.82547013,25.2,5,
2017,13,広島,磐田,0,0,1,1,0,1.254545455,1.2,1.5,H,58,1,1.288801862,25.9,5,46,0.80333986,25.5,3,
2017,14,広島,鹿島,1,3,0,0,0,1.111111111,1.2,1.5,H,58,1,1.288801862,25.9,5,78,1.179074149,24.3,7,
2017,16,広島,大宮,0,3,0,0,0,1.777777778,1.7,1,H,58,0.8,1.288801862,25.9,5,52,0.859866258,25.8,6,
2017,19,広島,鳥栖,0,1,0,0,0,2,1.7,0.8,H,58,0.2,1.288801862,25.9,5,34,1.20700484,24.9,6,
2017,21,広島,Ｇ大阪,2,2,1,1,0,1.24691358,1.6,1.7,H,58,0.8,1.288801862,25.9,5,48,1.014150072,23,7,
2017,23,広島,甲府,1,0,3,1,1,1.5,1.2,0.9,H,58,1,1.288801862,25.9,5,30,0.577234271,26.7,8,
2017,26,広島,Ｃ大阪,1,0,3,1,1,1.625,1.6,1.5,H,58,1.2,1.288801862,25.9,5,22,1.172423985,23.2,5,
2017,28,広島,札幌,1,1,1,1,0,1.708333333,1.8,1.4,H,58,2.2,1.288801862,25.9,5,22,0.673661654,26.9,7,
2017,30,広島,川崎Ｆ,0,3,0,0,0,1,1.1,1.8,H,58,1.6,1.288801862,25.9,5,76,0.977574168,25.5,6,
2017,31,広島,浦和,0,1,0,0,0,1.058823529,1.1,1.6,H,58,1.4,1.288801862,25.9,5,66,1.322052684,26.5,3,
2017,33,広島,FC東京,2,1,3,1,1,1.477272727,1.3,1.2,H,58,0.8,1.288801862,25.9,5,46,1.127202867,24.2,6,
2018,1,広島,札幌,1,0,3,1,1,1.708333333,1.8,1.4,H,33,1.2,1.015321155,25,4,43,0.649970536,25.9,6,
2018,4,広島,磐田,0,0,1,1,0,1.254545455,1.2,1.5,H,33,2.4,1.015321155,25,4,58,0.868002357,26,6,
2018,7,広島,横浜FM,3,1,3,1,1,1.066666667,1.4,1.8,H,33,2.6,1.015321155,25,4,59,0.820860342,23.8,8,
2018,9,広島,鳥栖,1,0,3,1,1,2,1.7,0.8,H,33,2.6,1.015321155,25,4,47,1.143193872,25.4,7,
2018,12,広島,清水,2,0,3,1,1,1.353846154,1.3,1.2,H,33,2.4,1.015321155,25,4,28,0.704183854,25.3,6,
2018,13,広島,神戸,2,0,3,1,1,1.804347826,1.7,1.2,H,33,2.4,1.015321155,25,4,44,2.291101945,25.9,8,
2018,15,広島,Ｃ大阪,0,2,0,0,0,1.625,1.6,1.5,H,33,2.4,1.015321155,25,4,63,1.208014143,24.1,7,
2018,16,広島,Ｇ大阪,4,0,3,1,1,1.24691358,1.6,1.7,H,33,2.4,1.015321155,25,4,43,0.945786682,23.1,5,
2018,18,広島,浦和,1,4,0,0,0,1.058823529,1.1,1.6,H,33,2,1.015321155,25,4,49,1.563347083,26.3,6,
2018,20,広島,湘南,2,2,1,1,0,1.76744186,1.6,1.2,H,33,1.4,1.015321155,25,4,25,0.585150265,24.2,4,
2018,21,広島,長崎,2,0,3,1,1,1.406666667,0.646666667,0.38,H,33,1.6,1.015321155,25,4,25,0.446670595,25.2,5,
2018,23,広島,川崎Ｆ,1,2,0,0,0,1,1.1,1.8,H,33,1.6,1.015321155,25,4,72,1.224513848,25.5,7,
2018,25,広島,鹿島,3,1,3,1,1,1.111111111,1.2,1.5,H,33,1.6,1.015321155,25,4,72,1.121390689,25,6,
