FC東京.xlsx,市場価値.xlsx,通算対戦成績.xlsx,,objective variable,,,,,explanatory variable,,,,,,,,,,,,,
Basic information,,,,point result,,score result,,,compatibility,,,others,ME,,,,,opponent,,,,
Year,Section,name of me,name of opponent,gain points,lose points,"score(win=3,draw=1,lose=0)","lose=0, not lose=1","not win=0, win=1",mean score(compatibility),mean gain points(compatibility),mean lose points(compatibility),Home/Away,score of last year(me),mean score points in last five games(me),total market value(me),mean age(me),number of foreign people(me),score of last year(opponent),total market value(opponent),mean age(opponent),number of foreign people(opponent),
2017,21,清水,Ｃ大阪,3,2,3,1,1,1.384615385,1.6,1.8,H,22,1.4,0.711567592,24.6,5,22,1.172423985,23.2,5,
2017,22,清水,柏,1,4,0,0,0,1.294117647,1.3,1.7,H,22,1.4,0.711567592,24.6,5,48,0.911072524,23.2,6,
2017,24,清水,浦和,1,2,0,0,0,1.366197183,1.4,1.5,H,22,0.8,0.711567592,24.6,5,66,1.322052684,26.5,3,
2017,26,清水,川崎Ｆ,0,3,0,0,0,1.162162162,1.4,1.8,H,22,1.2,0.711567592,24.6,5,76,0.977574168,25.5,6,
2017,27,清水,広島,1,3,0,0,0,1.446153846,1.2,1.3,H,22,0.6,0.711567592,24.6,5,58,1.288801862,25.9,5,
2017,29,清水,磐田,0,3,0,0,0,1.353846154,1.2,1.4,H,22,0.8,0.711567592,24.6,5,46,0.80333986,25.5,3,
2017,32,清水,札幌,0,2,0,0,0,1.814814815,2,1.7,H,22,0.6,0.711567592,24.6,5,22,0.673661654,26.9,7,
2017,33,清水,新潟,2,3,0,0,0,1.25,1.4,1.7,H,22,0.6,0.711567592,24.6,5,36,0.711567592,24.3,6,
2018,1,清水,鹿島,0,0,1,1,0,1.303797468,1.4,1.6,H,28,1,0.704183854,25.3,6,72,1.121390689,25,6,
2018,4,清水,仙台,1,1,1,1,0,1.59375,1.5,1.2,H,28,2,0.704183854,25.3,6,41,0.701237478,23.9,5,
2018,5,清水,横浜FM,0,1,0,0,0,1.319444444,1.2,1.4,H,28,2.2,0.704183854,25.3,6,59,0.820860342,23.8,8,
2018,7,清水,長崎,0,1,0,0,0,1.08,0.52,0.28,H,28,1.6,0.704183854,25.3,6,25,0.446670595,25.2,5,
2018,9,清水,FC東京,0,1,0,0,0,1.203703704,1.2,1.4,H,28,0.4,0.704183854,25.3,6,40,0.991750147,23.3,5,
2018,11,清水,柏,2,1,3,1,1,1.294117647,1.3,1.7,H,28,0.8,0.704183854,25.3,6,62,0.904537419,24.2,7,
2018,14,清水,湘南,4,2,3,1,1,1.941176471,2.1,1.2,H,28,1.2,0.704183854,25.3,6,25,0.585150265,24.2,4,
2018,16,清水,Ｃ大阪,3,0,3,1,1,1.384615385,1.6,1.8,H,28,1.2,0.704183854,25.3,6,63,1.208014143,24.1,7,
2018,19,清水,鳥栖,1,0,3,1,1,1.368421053,1.2,1.3,H,28,1.8,0.704183854,25.3,6,47,1.143193872,25.4,7,
2018,21,清水,川崎Ｆ,1,2,0,0,0,1.162162162,1.4,1.8,H,28,1.8,0.704183854,25.3,6,72,1.224513848,25.5,7,
2018,23,清水,浦和,3,3,1,1,0,1.366197183,1.4,1.5,H,28,1.2,0.704183854,25.3,6,49,1.563347083,26.3,6,
2018,24,清水,札幌,1,2,0,0,0,1.814814815,2,1.7,H,28,0.8,0.704183854,25.3,6,43,0.649970536,25.9,6,
2018,27,清水,Ｇ大阪,1,2,0,0,0,1.273972603,1.5,1.7,H,28,1.4,0.704183854,25.3,6,43,0.945786682,23.1,5,
2018,29,清水,磐田,5,1,3,1,1,1.353846154,1.2,1.4,H,28,1.8,0.704183854,25.3,6,58,0.868002357,26,6,
2018,30,清水,広島,2,0,3,1,1,1.446153846,1.2,1.3,H,28,1.8,0.704183854,25.3,6,33,1.015321155,25,4,
2018,32,清水,名古屋,2,0,3,1,1,1.402597403,1.5,1.7,H,28,2,0.704183854,25.3,6,25,0.81496759,23.7,6,
2018,33,清水,神戸,3,3,1,1,0,1.754716981,1.5,1.4,H,28,2.6,0.704183854,25.3,6,44,2.291101945,25.9,8,
2019,2,清水,Ｇ大阪,2,4,0,0,0,1.273972603,1.5,1.7,H,49,1.4,0.810800893,24.4,7,48,1.493348827,24.3,7,
2019,5,清水,湘南,1,3,0,0,0,1.941176471,2.1,1.2,H,49,0.6,0.810800893,24.4,7,41,0.566955139,23.2,5,
2019,8,清水,Ｃ大阪,1,0,3,1,1,1.384615385,1.6,1.8,H,49,0.8,0.810800893,24.4,7,50,1.179596954,24.8,9,
2019,9,清水,浦和,0,2,0,0,0,1.366197183,1.4,1.5,H,49,1.4,0.810800893,24.4,7,51,1.463074524,24.9,5,
2019,11,清水,川崎Ｆ,0,4,0,0,0,1.162162162,1.4,1.8,H,49,1.2,0.810800893,24.4,7,69,1.169689,24.9,5,
2019,13,清水,仙台,4,3,3,1,1,1.59375,1.5,1.2,H,49,0.8,0.810800893,24.4,7,45,0.673190422,25.9,6,
2019,15,清水,横浜FM,3,2,3,1,1,1.319444444,1.2,1.4,H,49,1,0.810800893,24.4,7,41,0.885110547,24.2,9,
2019,18,清水,神戸,2,1,3,1,1,1.754716981,1.5,1.4,H,49,2,0.810800893,24.4,7,45,2.002507569,25.6,9,
2019,20,清水,FC東京,0,2,0,0,0,1.203703704,1.2,1.4,H,49,1.8,0.810800893,24.4,7,50,0.806397358,23.2,8,
2019,22,清水,松本,1,0,3,1,1,0.75,0.6,1,H,49,1.2,0.810800893,24.4,7,30,0.753004495,26,7,
2019,23,清水,札幌,0,8,0,0,0,1.814814815,2,1.7,H,49,1.8,0.810800893,24.4,7,55,0.542185254,23.8,6,
2019,25,清水,鹿島,0,4,0,0,0,1.303797468,1.4,1.6,H,49,1.4,0.810800893,24.4,7,56,1.061251949,24.4,6,
2019,26,清水,名古屋,3,2,3,1,1,1.402597403,1.5,1.7,H,49,1.4,0.810800893,24.4,7,41,1.065105043,23.9,6,
2019,29,清水,広島,1,2,0,0,0,1.446153846,1.2,1.3,H,49,1.4,0.810800893,24.4,7,57,0.868597291,25.3,5,
2019,30,清水,磐田,1,2,0,0,0,1.353846154,1.2,1.4,H,49,1.2,0.810800893,24.4,7,41,0.959420201,26.6,8,
2019,32,清水,大分,1,1,1,1,0,1.44,1.5,1.4,H,49,0.6,0.810800893,24.4,7,30,0.419987156,23.9,2,
2019,34,清水,鳥栖,1,0,3,1,1,1.368421053,1.2,1.3,H,49,0.2,0.810800893,24.4,7,41,1.279777377,25,10,
2020,1,清水,FC東京,1,3,0,0,0,1.203703704,1.2,1.4,H,39,0.8,1.03866868,25,9,64,0.938648733,23.7,5,
2020,2,清水,名古屋,1,2,0,0,0,1.402597403,1.5,1.7,H,39,0.8,1.03866868,25,9,37,1.258199641,24.9,6,
2020,4,清水,Ｇ大阪,1,2,0,0,0,1.273972603,1.5,1.7,H,39,0.6,1.03866868,25,9,47,1.074573277,23.9,7,
2020,7,清水,大分,4,2,3,1,1,1.44,1.5,1.4,H,39,0.2,1.03866868,25,9,47,0.710398085,24.1,1,
2020,9,清水,札幌,3,1,3,1,1,1.814814815,2,1.7,H,39,1,1.03866868,25,9,46,1.005328698,23.9,9,
2020,11,清水,横浜FM,3,4,0,0,0,1.319444444,1.2,1.4,H,39,1.8,1.03866868,25,9,70,1.297694697,23,7,
2020,12,清水,横浜FC,2,3,0,0,0,2,1.9,0.9,H,39,1.6,1.03866868,25,9,31,0.471888981,26.9,4,
2020,14,清水,柏,1,2,0,0,0,1.294117647,1.3,1.7,H,39,0.8,1.03866868,25,9,31,0.914541362,23.9,6,
2020,16,清水,鹿島,1,2,0,0,0,1.303797468,1.4,1.6,H,39,0,1.03866868,25,9,63,1.064314821,24.4,5,
2020,18,清水,浦和,1,2,0,0,0,1.366197183,1.4,1.5,H,39,0.6,1.03866868,25,9,37,1.561849942,25.3,6,
2020,21,清水,広島,2,3,0,0,0,1.446153846,1.2,1.3,H,39,0.6,1.03866868,25,9,55,0.842732169,25.7,4,
2020,23,清水,鳥栖,1,1,1,1,0,1.368421053,1.2,1.3,H,39,0,1.03866868,25,9,36,0.659105805,24.4,10,
2020,26,清水,神戸,3,1,3,1,1,1.754716981,1.5,1.4,H,39,0.4,1.03866868,25,9,47,1.233579346,24.5,5,
2020,27,清水,Ｃ大阪,3,1,3,1,1,1.384615385,1.6,1.8,H,39,1,1.03866868,25,9,59,1.187416294,23.7,8,
2020,30,清水,湘南,1,1,1,1,0,1.941176471,2.1,1.2,H,39,2,1.03866868,25,9,36,0.678596871,23.5,3,
2020,31,清水,川崎Ｆ,2,2,1,1,0,1.162162162,1.4,1.8,H,39,2,1.03866868,25,9,60,1.178696606,26.1,5,
2020,33,清水,仙台,2,3,0,0,0,1.59375,1.5,1.2,H,39,1,1.03866868,25,9,41,0.883765993,24.8,7,
2021,2,清水,福岡,2,2,1,1,0,2.35,1.9,0.8,H,28,1.4,1.100103783,26.5,7,27,0.932792402,27.3,8,
2021,4,清水,鳥栖,0,0,1,1,0,1.368421053,1.2,1.3,H,28,1.4,1.100103783,26.5,7,36,0.652891782,25.3,7,
2021,7,清水,徳島,0,3,0,0,0,2,2,0.8,H,28,1,1.100103783,26.5,7,27,0.917067648,25.8,4,
2021,8,清水,浦和,0,2,0,0,0,1.366197183,1.4,1.5,H,28,0.8,1.100103783,26.5,7,46,0.996949398,26.6,2,
2021,11,清水,湘南,1,1,1,1,0,1.941176471,2.1,1.2,H,28,1,1.100103783,26.5,7,27,0.695034123,25.8,4,
2021,13,清水,横浜FC,1,1,1,1,0,2,1.9,0.9,H,28,0.6,1.100103783,26.5,7,33,0.616410353,29,4,
2021,14,清水,名古屋,0,3,0,0,0,1.402597403,1.5,1.7,H,28,0.8,1.100103783,26.5,7,63,1.099474793,27.1,3,
2017,6,鹿島,Ｃ大阪,0,1,0,0,0,1.716981132,1.5,1.1,H,78,2.4,1.179074149,24.3,7,22,1.172423985,23.2,5,
2017,8,鹿島,磐田,0,3,0,0,0,1.882352941,1.7,1.1,H,78,2.4,1.179074149,24.3,7,46,0.80333986,25.5,3,
2017,9,鹿島,鳥栖,2,1,3,1,1,1.916666667,1.6,0.7,H,78,1.8,1.179074149,24.3,7,34,1.20700484,24.9,6,
2017,11,鹿島,神戸,1,2,0,0,0,1.946428571,1.9,1,H,78,1.8,1.179074149,24.3,7,40,1.82547013,25.2,5,
2017,12,鹿島,川崎Ｆ,0,3,0,0,0,1.244897959,1.5,1.6,H,78,1.8,1.179074149,24.3,7,76,0.977574168,25.5,6,
2017,15,鹿島,札幌,3,0,3,1,1,2.260869565,2.3,0.8,H,78,1.8,1.179074149,24.3,7,22,0.673661654,26.9,7,
2017,16,鹿島,新潟,2,0,3,1,1,1.75,1.8,1.2,H,78,1.8,1.179074149,24.3,7,36,0.711567592,24.3,6,
2017,19,鹿島,甲府,3,0,3,1,1,1.857142857,1.5,0.8,H,78,2.6,1.179074149,24.3,7,30,0.577234271,26.7,8,
2017,20,鹿島,仙台,2,0,3,1,1,2.034482759,1.8,1,H,78,2.6,1.179074149,24.3,7,46,0.736838216,24.5,5,
2017,23,鹿島,清水,2,0,3,1,1,1.53164557,1.6,1.4,H,78,2,1.179074149,24.3,7,22,0.711567592,24.6,5,
2017,25,鹿島,大宮,1,0,3,1,1,1.814814815,1.3,0.8,H,78,2.4,1.179074149,24.3,7,52,0.859866258,25.8,6,
2017,27,鹿島,Ｇ大阪,2,1,3,1,1,1.621621622,1.6,1.2,H,78,2.4,1.179074149,24.3,7,48,1.014150072,23,7,
2017,29,鹿島,広島,2,0,3,1,1,1.736111111,1.5,1.2,H,78,2.4,1.179074149,24.3,7,58,1.288801862,25.9,5,
2017,32,鹿島,浦和,1,0,3,1,1,1.597560976,1.5,1.2,H,78,1.8,1.179074149,24.3,7,66,1.322052684,26.5,3,
2017,33,鹿島,柏,0,0,1,1,0,1.75862069,1.8,1.4,H,78,1.8,1.179074149,24.3,7,48,0.911072524,23.2,6,
2018,2,鹿島,Ｇ大阪,1,0,3,1,1,1.621621622,1.6,1.2,H,72,1.8,1.121390689,25,6,43,0.945786682,23.1,5,
2018,3,鹿島,広島,0,1,0,0,0,1.736111111,1.5,1.2,H,72,1.8,1.121390689,25,6,33,1.015321155,25,4,
2018,5,鹿島,札幌,0,0,1,1,0,2.260869565,2.3,0.8,H,72,1.6,1.121390689,25,6,43,0.649970536,25.9,6,
2018,8,鹿島,名古屋,2,0,3,1,1,1.860465116,1.9,1.2,H,72,0.8,1.121390689,25,6,25,0.81496759,23.7,6,
2018,10,鹿島,神戸,1,1,1,1,0,1.946428571,1.9,1,H,72,0.8,1.121390689,25,6,44,2.291101945,25.9,8,
2018,12,鹿島,長崎,2,1,3,1,1,1.826666667,0.733333333,0.546666667,H,72,0.8,1.121390689,25,6,25,0.446670595,25.2,5,
2018,13,鹿島,浦和,1,0,3,1,1,1.597560976,1.5,1.2,H,72,1.4,1.121390689,25,6,49,1.563347083,26.3,6,
2018,15,鹿島,仙台,1,2,0,0,0,2.034482759,1.8,1,H,72,1.4,1.121390689,25,6,41,0.701237478,23.9,5,
2018,17,鹿島,柏,6,2,3,1,1,1.75862069,1.8,1.4,H,72,1.4,1.121390689,25,6,62,0.904537419,24.2,7,
2018,19,鹿島,FC東京,1,2,0,0,0,1.78,1.9,1.4,H,72,1.6,1.121390689,25,6,40,0.991750147,23.3,5,
2018,20,鹿島,清水,1,0,3,1,1,1.53164557,1.6,1.4,H,72,1.6,1.121390689,25,6,28,0.704183854,25.3,6,
2018,23,鹿島,横浜FM,1,0,3,1,1,1.683544304,1.6,1.4,H,72,1.4,1.121390689,25,6,59,0.820860342,23.8,8,
2018,24,鹿島,磐田,1,1,1,1,0,1.882352941,1.7,1.1,H,72,1.8,1.121390689,25,6,58,0.868002357,26,6,
2018,26,鹿島,湘南,2,1,3,1,1,1.939393939,1.8,1.2,H,72,1.4,1.121390689,25,6,25,0.585150265,24.2,4,
2018,29,鹿島,川崎Ｆ,0,0,1,1,0,1.244897959,1.5,1.6,H,72,2,1.121390689,25,6,72,1.224513848,25.5,7,
2018,31,鹿島,Ｃ大阪,1,0,3,1,1,1.716981132,1.5,1.1,H,72,2,1.121390689,25,6,63,1.208014143,24.1,7,
2018,34,鹿島,鳥栖,0,0,1,1,0,1.916666667,1.6,0.7,H,72,2,1.121390689,25,6,47,1.143193872,25.4,7,
2019,1,鹿島,大分,1,2,0,0,0,2.041666667,1.7,0.8,H,56,2,1.061251949,24.4,6,30,0.419987156,23.9,2,
2019,3,鹿島,湘南,1,0,3,1,1,1.939393939,1.8,1.2,H,56,1.6,1.061251949,24.4,6,41,0.566955139,23.2,5,
2019,6,鹿島,名古屋,2,1,3,1,1,1.860465116,1.9,1.2,H,56,1.6,1.061251949,24.4,6,41,1.065105043,23.9,6,
2019,8,鹿島,仙台,1,0,3,1,1,2.034482759,1.8,1,H,56,2,1.061251949,24.4,6,45,0.673190422,25.9,6,
2019,10,鹿島,清水,3,0,3,1,1,1.53164557,1.6,1.4,H,56,1.4,1.061251949,24.4,6,49,0.810800893,24.4,7,
2019,12,鹿島,松本,5,0,3,1,1,1.75,2.3,1,H,56,1.8,1.061251949,24.4,6,30,0.753004495,26,7,
2019,15,鹿島,Ｃ大阪,2,0,3,1,1,1.716981132,1.5,1.1,H,56,2,1.061251949,24.4,6,50,1.179596954,24.8,9,
2019,17,鹿島,広島,2,2,1,1,0,1.736111111,1.5,1.2,H,56,2,1.061251949,24.4,6,57,0.868597291,25.3,5,
2019,18,鹿島,磐田,2,0,3,1,1,1.882352941,1.7,1.1,H,56,1.6,1.061251949,24.4,6,41,0.959420201,26.6,8,
2019,20,鹿島,鳥栖,2,1,3,1,1,1.916666667,1.6,0.7,H,56,2.2,1.061251949,24.4,6,41,1.279777377,25,10,
2019,22,鹿島,横浜FM,2,1,3,1,1,1.683544304,1.6,1.4,H,56,2,1.061251949,24.4,6,41,0.885110547,24.2,9,
2019,24,鹿島,Ｇ大阪,2,2,1,1,0,1.621621622,1.6,1.2,H,56,2,1.061251949,24.4,6,48,1.493348827,24.3,7,
2019,26,鹿島,FC東京,2,0,3,1,1,1.78,1.9,1.4,H,56,2,1.061251949,24.4,6,50,0.806397358,23.2,8,
2019,27,鹿島,札幌,1,1,1,1,0,2.260869565,2.3,0.8,H,56,2.6,1.061251949,24.4,6,55,0.542185254,23.8,6,
2019,30,鹿島,浦和,1,0,3,1,1,1.597560976,1.5,1.2,H,56,2.2,1.061251949,24.4,6,51,1.463074524,24.9,5,
2019,31,鹿島,川崎Ｆ,0,2,0,0,0,1.244897959,1.5,1.6,H,56,2.2,1.061251949,24.4,6,69,1.169689,24.9,5,
2019,33,鹿島,神戸,1,3,0,0,0,1.946428571,1.9,1,H,56,1.6,1.061251949,24.4,6,45,2.002507569,25.6,9,
2020,3,鹿島,札幌,0,2,0,0,0,2.260869565,2.3,0.8,H,63,0.8,1.064314821,24.4,5,46,1.005328698,23.9,9,
2020,5,鹿島,横浜FM,4,2,3,1,1,1.683544304,1.6,1.4,H,63,0.6,1.064314821,24.4,5,70,1.297694697,23,7,
2020,7,鹿島,FC東京,2,2,1,1,0,1.78,1.9,1.4,H,63,0.6,1.064314821,24.4,5,64,0.938648733,23.7,5,
2020,9,鹿島,鳥栖,2,0,3,1,1,1.916666667,1.6,0.7,H,63,1.4,1.064314821,24.4,5,36,0.659105805,24.4,10,
2020,10,鹿島,神戸,2,2,1,1,0,1.946428571,1.9,1,H,63,2,1.064314821,24.4,5,47,1.233579346,24.5,5,
2020,12,鹿島,Ｇ大阪,1,1,1,1,0,1.621621622,1.6,1.2,H,63,1.6,1.064314821,24.4,5,47,1.074573277,23.9,7,
2020,15,鹿島,仙台,2,1,3,1,1,2.034482759,1.8,1,H,63,2,1.064314821,24.4,5,41,0.883765993,24.8,7,
2020,18,鹿島,湘南,1,0,3,1,1,1.939393939,1.8,1.2,H,63,3,1.064314821,24.4,5,36,0.678596871,23.5,3,
2020,19,鹿島,大分,0,2,0,0,0,2.041666667,1.7,0.8,H,63,3,1.064314821,24.4,5,47,0.710398085,24.1,1,
2020,21,鹿島,横浜FC,3,2,3,1,1,2.4,1.8,0.8,H,63,1.8,1.064314821,24.4,5,31,0.471888981,26.9,4,
2020,24,鹿島,広島,1,0,3,1,1,1.736111111,1.5,1.2,H,63,1.8,1.064314821,24.4,5,55,0.842732169,25.7,4,
2020,25,鹿島,名古屋,0,2,0,0,0,1.860465116,1.9,1.2,H,63,2.4,1.064314821,24.4,5,37,1.258199641,24.9,6,
2020,27,鹿島,川崎Ｆ,1,1,1,1,0,1.244897959,1.5,1.6,H,63,1.8,1.064314821,24.4,5,60,1.178696606,26.1,5,
2020,29,鹿島,柏,1,4,0,0,0,1.75862069,1.8,1.4,H,63,2,1.064314821,24.4,5,31,0.914541362,23.9,6,
2020,30,鹿島,浦和,4,0,3,1,1,1.597560976,1.5,1.2,H,63,1.4,1.064314821,24.4,5,37,1.561849942,25.3,6,
2020,32,鹿島,清水,2,0,3,1,1,1.53164557,1.6,1.4,H,63,2,1.064314821,24.4,5,39,1.03866868,25,9,
2020,34,鹿島,Ｃ大阪,1,1,1,1,0,1.716981132,1.5,1.1,H,63,2,1.064314821,24.4,5,59,1.187416294,23.7,8,
2021,1,鹿島,清水,1,3,0,0,0,1.53164557,1.6,1.4,H,59,2,1.240997578,25.2,6,28,1.100103783,26.5,7,
2021,3,鹿島,湘南,3,1,3,1,1,1.939393939,1.8,1.2,H,59,1.4,1.240997578,25.2,6,27,0.695034123,25.8,4,
2021,4,鹿島,広島,1,1,1,1,0,1.736111111,1.5,1.2,H,59,2,1.240997578,25.2,6,48,0.96738686,27.3,4,
2021,6,鹿島,名古屋,0,1,0,0,0,1.860465116,1.9,1.2,H,59,1,1.240997578,25.2,6,63,1.099474793,27.1,3,
2021,8,鹿島,柏,2,1,3,1,1,1.75862069,1.8,1.4,H,59,0.8,1.240997578,25.2,6,52,1.187533415,26,9,
2021,11,鹿島,神戸,1,1,1,1,0,1.946428571,1.9,1,H,59,1.4,1.240997578,25.2,6,36,1.316476397,26.9,6,
2021,13,鹿島,FC東京,3,0,3,1,1,1.78,1.9,1.4,H,59,2.2,1.240997578,25.2,6,57,1.056703463,25.6,6,
2021,14,鹿島,横浜FM,5,3,3,1,1,1.683544304,1.6,1.4,H,59,2.6,1.240997578,25.2,6,47,1.242255559,26.5,5,
2017,6,鳥栖,新潟,3,0,3,1,1,0.810810811,0.9,1.6,H,34,1,1.20700484,24.9,6,36,0.711567592,24.3,6,
2017,8,鳥栖,神戸,1,0,3,1,1,1.035714286,1.1,1.7,H,34,1.4,1.20700484,24.9,6,40,1.82547013,25.2,5,
2017,10,鳥栖,横浜FM,1,0,3,1,1,0.913043478,0.9,1.3,H,34,1.4,1.20700484,24.9,6,44,0.901097277,23.2,6,
2017,13,鳥栖,札幌,1,0,3,1,1,1.265306122,1.1,1.4,H,34,1.4,1.20700484,24.9,6,22,0.673661654,26.9,7,
2017,15,鳥栖,仙台,1,1,1,1,0,1.379310345,1.3,1.5,H,34,1.6,1.20700484,24.9,6,46,0.736838216,24.5,5,
2017,16,鳥栖,浦和,2,1,3,1,1,1.185185185,1.3,1.9,H,34,1.2,1.20700484,24.9,6,66,1.322052684,26.5,3,
2017,18,鳥栖,川崎Ｆ,2,3,0,0,0,0.813953488,0.9,1.9,H,34,1.8,1.20700484,24.9,6,76,0.977574168,25.5,6,
2017,20,鳥栖,清水,2,1,3,1,1,1.210526316,1.3,1.2,H,34,1.6,1.20700484,24.9,6,22,0.711567592,24.6,5,
2017,23,鳥栖,大宮,3,0,3,1,1,1.117647059,1.1,1.4,H,34,1.4,1.20700484,24.9,6,52,0.859866258,25.8,6,
2017,24,鳥栖,Ｇ大阪,1,3,0,0,0,1.15,1.3,1.7,H,34,2,1.20700484,24.9,6,48,1.014150072,23,7,
2017,26,鳥栖,甲府,2,1,3,1,1,1.604166667,1.4,0.9,H,34,0.8,1.20700484,24.9,6,30,0.577234271,26.7,8,
2017,28,鳥栖,鹿島,1,0,3,1,1,0.916666667,0.7,1.6,H,34,1.4,1.20700484,24.9,6,78,1.179074149,24.3,7,
2017,29,鳥栖,Ｃ大阪,1,2,0,0,0,1.205128205,1.1,1.6,H,34,1.4,1.20700484,24.9,6,22,1.172423985,23.2,5,
2017,32,鳥栖,FC東京,2,1,3,1,1,1.193548387,1.1,1.2,H,34,1.4,1.20700484,24.9,6,46,1.127202867,24.2,6,
2017,33,鳥栖,磐田,0,2,0,0,0,1.142857143,1.1,1.6,H,34,1.8,1.20700484,24.9,6,46,0.80333986,25.5,3,
2018,1,鳥栖,神戸,1,1,1,1,0,1.035714286,1.1,1.7,H,47,1.2,1.143193872,25.4,7,44,2.291101945,25.9,8,
2018,4,鳥栖,鹿島,0,1,0,0,0,0.916666667,0.7,1.6,H,47,1,1.143193872,25.4,7,72,1.121390689,25,6,
2018,5,鳥栖,名古屋,3,2,3,1,1,1.277777778,0.9,1.3,H,47,1,1.143193872,25.4,7,25,0.81496759,23.7,6,
2018,7,鳥栖,柏,1,2,0,0,0,1.555555556,1.3,1.3,H,47,1.4,1.143193872,25.4,7,62,0.904537419,24.2,7,
2018,10,鳥栖,川崎Ｆ,0,2,0,0,0,0.813953488,0.9,1.9,H,47,0.6,1.143193872,25.4,7,72,1.224513848,25.5,7,
2018,12,鳥栖,札幌,1,2,0,0,0,1.265306122,1.1,1.4,H,47,0,1.143193872,25.4,7,43,0.649970536,25.9,6,
2018,13,鳥栖,清水,3,1,3,1,1,1.210526316,1.3,1.2,H,47,0,1.143193872,25.4,7,28,0.704183854,25.3,6,
2018,15,鳥栖,FC東京,0,0,1,1,0,1.193548387,1.1,1.2,H,47,0.8,1.143193872,25.4,7,40,0.991750147,23.3,5,
2018,17,鳥栖,仙台,0,1,0,0,0,1.379310345,1.3,1.5,H,47,1.2,1.143193872,25.4,7,41,0.701237478,23.9,5,
2018,18,鳥栖,磐田,0,0,1,1,0,1.142857143,1.1,1.6,H,47,1.2,1.143193872,25.4,7,58,0.868002357,26,6,
2018,20,鳥栖,Ｃ大阪,1,0,3,1,1,1.205128205,1.1,1.6,H,47,0.6,1.143193872,25.4,7,63,1.208014143,24.1,7,
2018,21,鳥栖,浦和,1,0,3,1,1,1.185185185,1.3,1.9,H,47,1,1.143193872,25.4,7,49,1.563347083,26.3,6,
2018,24,鳥栖,Ｇ大阪,3,0,3,1,1,1.15,1.3,1.7,H,47,1.4,1.143193872,25.4,7,43,0.945786682,23.1,5,
2018,26,鳥栖,広島,1,0,3,1,1,0.838709677,0.8,1.7,H,47,1.6,1.143193872,25.4,7,33,1.015321155,25,4,
2018,29,鳥栖,湘南,0,1,0,0,0,1.107142857,1,1.3,H,47,1.6,1.143193872,25.4,7,25,0.585150265,24.2,4,
2018,31,鳥栖,長崎,1,0,3,1,1,1.246666667,0.606666667,0.32,H,47,1.4,1.143193872,25.4,7,25,0.446670595,25.2,5,
2018,33,鳥栖,横浜FM,2,1,3,1,1,0.913043478,0.9,1.3,H,47,1.4,1.143193872,25.4,7,59,0.820860342,23.8,8,
2019,1,鳥栖,名古屋,0,4,0,0,0,1.277777778,0.9,1.3,H,41,2.2,1.279777377,25,10,41,1.065105043,23.9,6,
2019,4,鳥栖,磐田,1,0,3,1,1,1.142857143,1.1,1.6,H,41,0.8,1.279777377,25,10,41,0.959420201,26.6,8,
2019,7,鳥栖,川崎Ｆ,0,1,0,0,0,0.813953488,0.9,1.9,H,41,0.8,1.279777377,25,10,69,1.169689,24.9,5,
2019,9,鳥栖,湘南,0,2,0,0,0,1.107142857,1,1.3,H,41,0.8,1.279777377,25,10,41,0.566955139,23.2,5,
2019,11,鳥栖,Ｇ大阪,3,1,3,1,1,1.15,1.3,1.7,H,41,0,1.279777377,25,10,48,1.493348827,24.3,7,
2019,13,鳥栖,鹿島,1,0,3,1,1,0.916666667,0.7,1.6,H,41,1.2,1.279777377,25,10,56,1.061251949,24.4,6,
2019,14,鳥栖,Ｃ大阪,0,1,0,0,0,1.205128205,1.1,1.6,H,41,1.8,1.279777377,25,10,50,1.179596954,24.8,9,
2019,17,鳥栖,清水,4,2,3,1,1,1.210526316,1.3,1.2,H,41,1.2,1.279777377,25,10,49,0.810800893,24.4,7,
2019,19,鳥栖,広島,0,2,0,0,0,0.838709677,0.8,1.7,H,41,0.8,1.279777377,25,10,57,0.868597291,25.3,5,
2019,21,鳥栖,大分,2,2,1,1,0,0.8,1.2,1.9,H,41,0.8,1.279777377,25,10,30,0.419987156,23.9,2,
2019,24,鳥栖,神戸,1,6,0,0,0,1.035714286,1.1,1.7,H,41,1.4,1.279777377,25,10,45,2.002507569,25.6,9,
2019,25,鳥栖,仙台,2,1,3,1,1,1.379310345,1.3,1.5,H,41,1.4,1.279777377,25,10,45,0.673190422,25.9,6,
2019,27,鳥栖,浦和,3,3,1,1,0,1.185185185,1.3,1.9,H,41,1.8,1.279777377,25,10,51,1.463074524,24.9,5,
2019,28,鳥栖,FC東京,2,1,3,1,1,1.193548387,1.1,1.2,H,41,1.4,1.279777377,25,10,50,0.806397358,23.2,8,
2019,30,鳥栖,横浜FM,1,2,0,0,0,0.913043478,0.9,1.3,H,41,1.6,1.279777377,25,10,41,0.885110547,24.2,9,
2019,31,鳥栖,松本,1,0,3,1,1,1.857142857,1.4,1,H,41,1,1.279777377,25,10,30,0.753004495,26,7,
2019,33,鳥栖,札幌,0,2,0,0,0,1.265306122,1.1,1.4,H,41,1.6,1.279777377,25,10,55,0.542185254,23.8,6,
2020,3,鳥栖,神戸,0,1,0,0,0,1.035714286,1.1,1.7,H,36,0.4,0.659105805,24.4,10,47,1.233579346,24.5,5,
